"KEGG_Id","Name","Description","Class"
"map00621","Dioxin degradation","Dioxins and dioxin-like compounds, including PCDDs, PCDFs and PCBs, are persistent organic pollutants (POPs) that are resistant to environmental degradation. However, POPs can be degraded by certain microorganisms with acquisition of a novel set of enzymes, such as biphenyl degradation by Paraburkholderia xenovorans LB400 involving four novel enzymes encoded in operon-like structures [MD:M00543]. DDT, another POP, and carbazol are also known to be degraded in similar pathways.","Metabolism; Xenobiotics biodegradation and metabolism"
"map00622",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00623",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00624",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00625",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00626",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00627",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00630",nothing,nothing,"Metabolism; Carbohydrate metabolism"
"map00633",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00640",nothing,nothing,"Metabolism; Carbohydrate metabolism"
"map00642",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00643",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00650",nothing,nothing,"Metabolism; Carbohydrate metabolism"
"map00660",nothing,nothing,"Metabolism; Carbohydrate metabolism"
"map00670",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00680","Methane metabolism","Methane is metabolized principally by methanotrophs and methanogens in the global carbon cycle. Methanotrophs consume methane as the only source of carbon, while methanogens produce methane as a metabolic byproduct. Methylotrophs, which are microorganisms that can obtain energy for growth by oxidizing one-carbon compounds, such as methanol and methane, are situated between methanotrophs and methanogens. Methanogens can obtain energy for growth by converting a limited number of substrates to methane under anaerobic conditions. Three types of methanogenic pathways are known: CO2 to methane [MD:M00567], methanol to methane [MD:M00356], and acetate to methane [MD:M00357]. Methanogens use 2-mercaptoethanesulfonate (CoM; coenzyme M) as the terminal methyl carrier in methanogenesis and have four enzymes for CoM biosynthesis [MD:M00358]. Coenzyme B-Coenzyme M heterodisulfide reductase (Hdr), requiring for the final reaction steps of methanogenic pathway, is divided into two types: cytoplasmic HdrABC in most methanogens and membrane-bound HdrED in Methanosarcina species. In methanotrophs and methyltrophs methane is oxidized to form formaldehyde, which is at the diverging point for further oxidation to CO2 for energy source and assimilation for biosynthesis. There are three pathways that convert formaldehyde to C2 or C3 compounds: serine pathway [MD:M00346], ribulose monophosphate pathway [MD:M00345], and xylulose monophosphate pathway [MD:M00344]. The first two pathways are found in prokaryotes and the third is found in yeast. As a special case of methylotrophs, various amines can be used as carbon sources in trimethylamine metabolism [MD:M00563].","Metabolism; Energy metabolism"
"map00710",nothing,nothing,"Metabolism; Energy metabolism"
"map00720","Carbon fixation pathways in prokaryotes","Carbon fixation is an important pathway for autotrophs living in various environments. Plants and cyanobacteria fix CO2 as organic compounds using solar energy mainly by the reductive pentose phosphate cycle (also called Calvin cycle, Calvin-Benson cycle, or Calvin-Benson-Bassham cycle) [MD:M00165]. There are, at least, five additional carbon fixation pathways known to exist in autotrophic bacteria and archaea, which differ in reducing compounds, energy source, and oxygen sensitivity of enzymes. (i) The reductive citric acid cycle (Arnon-Buchanan cycle) [MD:M00173] is found in microaerophiles and anaerobes, such as green sulfur bacteria. In one complete turn of this cycle, four molecules of CO2 are fixed by the enzymes that are sensitive to oxygen, resulting in the production of one molecule of oxaloacetate, which is itself an intermediate of the cycle. (ii) The reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [MD:M00377] is found in strictly anaerobic bacteria and archaea (Proteobacteria, Planctomycetes, Spirochaetes, and Euryarchaeota), some of which are methane-forming. A bifunctional enzyme, carbon monoxide dehydrogenase/acetyl-CoA synthase, catalyzes the reactions from CO2 to CO and from CO2 to a methyl group, and then to generate acetyl-CoA. (iii) The 3-hydroxypropionate bicycle [MD:M00376] is found in some green non-sulphur bacteria of the family Chloroflexaceae. In one complete turn of this bicycle, three molecules of bicarbonate are converted into one molecule of pyruvate. In addition, this bicycle provides the secondary benefit of useful intermediates for biosynthesis: acetyl-CoA, glyoxylate, and succinyl-CoA. (iv) The hydroxypropionate-hydroxybutyrate cycle [MD:M00375] is found in aerobic Crenarchaeota, Acidianus, Metallosphaera, and Sulfolobales. Some of the intermediates and the carboxylation reactions are the same as in the 3-hydroxypropionate bicycle. One complete turn of this cycle generates two molecules of acetyl-CoA, one of which is reutilized in the the cycle and the other is removed for cell material biosynthesis. (v) The dicarboxylate-hydroxybutyrate cycle [MD:M00374] was named after its intermediates: succinate (a kind of dicarboxylate) and hydroxybutyrate. This cycle has been found only in Ignicoccus hospitals, a strictly anaerobic hyperthermophilic archaea. Recent genome study suggests that this cycle may exist in Desulfurococcales (to which Ignicoccus belongs) and Thermoproteales (a taxon close to the origin of archaea). The first half of the cycle, from acetyl-CoA to succinate-CoA, corresponds to the reductive citric acid cycle and the latter half of the cycle, from succinate-CoA to two molecules of acetyl-CoA, corresponds to the hydroxypropionate-hydroxybutyrate cycle.","Metabolism; Energy metabolism"
"map00730",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00740",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00750",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00760",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00770",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00780","Biotin metabolism","Biotin (vitamin H or vitamin B7) is the essential cofactor of biotin-dependent carboxylases, such as pyruvate carboxylase and acetyl-CoA carboxylase. Mammals cannot synthesize biotin, while in bacteria, fungi, and plants it is synthesized from pimelate thioester through different pathways. In E. coli and many organisms, pimelate thioester is derived from malonyl-ACP. The pathway starts with the methylation to malonyl-ACP methyl ester, followed by the fatty acid chain elongation cycle to form pimeloyl-ACP methyl ester, which is then demethylated to form pimeloyl-ACP [MD:M00572]. Pimeloyl-ACP is converted to biotin through the final four steps in the biotin bicyclic ring assembly, which are conserved among biotin-producing organisms [MD:M00123]. In B. subtilis, biotin is derived from pimeloyl-ACP formed by oxidative cleavage of long-chain acyl-ACPs [MD:M00573]. Some bacteria synthesize biotin from pimeloyl-CoA derived from pimelate [MD:M00577]. Biotin is covalently attached to biotin-dependent carboxylase by biotin protein ligase, also known as holocarboxylase synthase in mammals, to form an active holocarboxylase. After degradation of the biotinylated carboxylase into biocytin, it is further degraded by biotinidase to release free biotin, which is recycled in holocarboxylase synthesis. Biotin is catabolized by beta-oxidation of the valeric acid side chain or oxidation of sulfur in the heterocyclic ring.","Metabolism; Metabolism of cofactors and vitamins"
"map00785",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00790",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00791",nothing,nothing,"Metabolism; Xenobiotics biodegradation and metabolism"
"map00830",nothing,nothing,"Metabolism; Metabolism of cofactors and vitamins"
"map00860","Porphyrin metabolism","Porphyrins are a group of chemical compounds with the backbone ring structure consisting of four linked pyrrole units. Metal complexes of porphyrins, as well as those of corrinoids with the one-carbon shorter ring structure, play important biological roles. They include iron-containing heme, magnesium-containing chlorophyll, nickel-containing coenzyme F430 and cobalt-containing cobamide (such as vitamin B12 coenzyme) as shown in this map.","Metabolism; Metabolism of cofactors and vitamins"
"map00900","Terpenoid backbone biosynthesis","Terpenoids, also known as isoprenoids, are a large class of natural products consisting of isoprene (C5) units. There are two biosynthetic pathways, the mevalonate pathway [MD:M00095] and the non-mevalonate pathway or the MEP/DOXP pathway [MD:M00096], for the terpenoid building blocks: isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). The action of prenyltransferases then generates higher-order building blocks: geranyl diphosphate (GPP), farsenyl diphosphate (FPP), and geranylgeranyl diphosphate (GGPP), which are the precursors of monoterpenoids (C10), sesquiterpenoids (C15), and diterpenoids (C20), respectively. Condensation of these building blocks gives rise to the precursors of sterols (C30) and carotenoids (C40). The MEP/DOXP pathway is absent in higher animals and fungi, but in green plants the MEP/DOXP and mevalonate pathways co-exist in separate cellular compartments. The MEP/DOXP pathway, operating in the plastids, is responsible for the formation of essential oil monoterpenes and linalyl acetate, some sesquiterpenes, diterpenes, and carotenoids and phytol. The mevalonate pathway, operating in the cytosol, gives rise to triterpenes, sterols, and most sesquiterpenes.","Metabolism; Metabolism of terpenoids and polyketides"
"map00901",nothing,nothing,"Metabolism; Biosynthesis of other secondary metabolites"
"map00902","Monoterpenoid biosynthesis","Monoterpenoids (C10 terpenoids) are a group of terpenoids consisting of two isoprene units. They are derived from geranyl diphosphate (GPP). Most monoterpenoids are volatile oils with highly distinctive aromas and flavors, such as essential oils, turpentine, and oleoresins of coniferous plants. This map shows some examples. The monoterpene ketone l-menthone is specifically converted to l-menthol and d-neomenthol in mature peppermint leaves. The iridoids constitute a family of highly oxygenated monoterpenes, mixtures of which are present in many medicinal plants, such as valerian. They are derived from geraniol or nerol via oxidation of a terminal methyl group. The cyclopentane ring of loganin can itself be cleaved in a further P450-dependent step, leading to secologanin, which provides the carbon skeleton for many powerfully bioactive secondary metabolites of indole alkaloids.","Metabolism; Metabolism of terpenoids and polyketides"
