ensembl_gene_id,percentage_gene_gc_content,external_gene_name,entrezgene_id
ENSG00000262466,35.59,AADACL2-AS1,
ENSG00000281422,53.21,AC136687.2,
ENSG00000281537,44.25,AC136687.3,
ENSG00000275522,48.51,KIR2DL1,3802
ENSG00000281846,58.18,SPATA31E3P,
ENSG00000278429,52.21,GOLGA8EP,390535
ENSG00000278691,43.85,KIR3DP1,
ENSG00000277540,43.64,KIR2DL4,3805
ENSG00000276377,52.07,Metazoa_SRP,
ENSG00000280700,41.81,AC136687.1,
ENSG00000274404,50.69,GOLGA6L22,440243
ENSG00000262892,50.28,AC013759.1,
ENSG00000282110,71.26,MAPK4,5596
ENSG00000281828,47.11,HERC2P7,
ENSG00000280787,42.64,HERC2P2,
ENSG00000282755,48.30,AC010724.2,
ENSG00000273793,64.12,DUSP8,1850
ENSG00000277909,39.48,SPC25,57405
ENSG00000277445,41.82,CPEB1,64506
ENSG00000277271,47.74,GU182352.5,
ENSG00000281356,53.18,GOLGA8IP,283796
ENSG00000275062,48.98,KIR3DL3,115653
ENSG00000280807,45.44,TUBGCP5,114791
ENSG00000281801,51.87,KRTAP5-AS1,338651
ENSG00000276062,54.01,Metazoa_SRP,
ENSG00000282201,46.84,AL023881.2,
ENSG00000276565,54.95,AP006285.2,
ENSG00000275338,53.67,RAB11FIP3,9727
ENSG00000278210,64.76,KRTAP5-1,387264
ENSG00000278489,59.30,KRTAP5-2,440021
ENSG00000278373,37.37,G6PC2,57818
ENSG00000275920,63.29,KRTAP5-3,387266
ENSG00000281725,41.12,ELMO2P1,
ENSG00000277068,58.59,KRTAP5-4,387267
ENSG00000278633,60.44,AC023491.2,101929738
ENSG00000278633,60.44,AC023491.2,102724151
ENSG00000278066,43.73,AC023491.1,
ENSG00000278759,55.58,TBCD,6904
ENSG00000277291,65.17,KRTAP5-5,439915
ENSG00000281645,48.68,AP006285.3,
ENSG00000276450,50.00,NCR1,9437
ENSG00000281733,62.92,FAM99A,387742
ENSG00000278247,51.41,GOLGA6L1,283767
ENSG00000281783,66.07,FAM99B,100132464
ENSG00000281240,48.95,LINC02708,
ENSG00000275008,48.03,KIR2DL3,3804
ENSG00000275247,49.11,GU182352.2,
ENSG00000281737,41.63,AC116165.9,
ENSG00000274692,48.32,KIR2DL1,3802
ENSG00000275596,49.31,GU182355.3,
ENSG00000276582,39.40,ABCB11,8647
ENSG00000278508,52.20,GOLGA8DP,100132979
ENSG00000281914,64.63,AL353658.2,
ENSG00000281651,59.58,KCNQ2-AS1,
ENSG00000275047,48.82,GU182355.2,
ENSG00000273603,48.44,GU182355.1,
ENSG00000277729,43.90,GU182352.6,
ENSG00000278201,48.10,KIR2DL4,3805
ENSG00000275511,47.11,KIR3DL2,3812
ENSG00000277046,51.72,Metazoa_SRP,
ENSG00000281173,56.30,ABCB10P1,
ENSG00000280490,34.47,AC116165.5,
ENSG00000281254,38.41,AC116165.8,
ENSG00000275037,48.44,GU182347.1,
ENSG00000281754,68.60,AC116165.10,
ENSG00000274018,47.52,Y_RNA,
ENSG00000282378,50.52,AC208188.1,
ENSG00000282485,61.70,LINC00235,
ENSG00000282214,84.35,CAPN15,6650
ENSG00000262795,44.05,IFNGR2,3460
ENSG00000280500,41.21,ELMO2P1,
ENSG00000275009,51.41,GOLGA6L1,283767
ENSG00000282347,61.74,AC100797.3,
ENSG00000277033,50.18,B3GNTL1,146712
ENSG00000282665,55.83,ERICH1,157697
ENSG00000278019,52.61,AC245690.1,
ENSG00000281703,50.89,AC245690.2,
ENSG00000280638,46.36,CDH12P2,
ENSG00000282103,47.51,DLGAP2,9228
ENSG00000280476,41.63,AC116165.4,
ENSG00000277429,43.63,SERF1B,8293
ENSG00000277429,43.63,SERF1B,728492
ENSG00000275782,42.99,U6,
ENSG00000278070,53.22,GOLGA8DP,100132979
ENSG00000282245,56.65,AC100797.2,401442
ENSG00000281743,40.84,AC233280.15,
ENSG00000281094,48.71,AC233280.9,
ENSG00000281901,40.84,AC233280.18,
ENSG00000280748,48.71,AC233280.7,
ENSG00000274040,51.72,Metazoa_SRP,
ENSG00000280461,56.30,ABCB10P1,
ENSG00000281012,34.47,AC116165.7,
ENSG00000276512,44.15,GU182353.3,
ENSG00000281794,48.33,MUC20-OT1,
ENSG00000280679,68.60,AC116165.6,
ENSG00000281060,48.22,MUC20-OT1,
ENSG00000274254,48.75,KIR3DL3,115653
ENSG00000277400,45.63,AC145212.1,
ENSG00000274847,45.64,MAFIP,
ENSG00000273748,38.41,AL592183.1,
ENSG00000274283,48.44,GU182352.1,
ENSG00000263160,43.27,TMEM50B,757
ENSG00000273772,42.25,SMN2,6606
ENSG00000273772,42.25,SMN2,6607
ENSG00000263141,50.76,PAXBP1,94104
ENSG00000281798,40.84,AC233280.16,
ENSG00000280629,48.71,AC233280.5,
ENSG00000263140,41.07,C21orf62-AS1,
ENSG00000280993,49.85,MUC20-OT1,
ENSG00000281583,40.84,AC233280.13,
ENSG00000275253,48.24,GU182353.2,
ENSG00000281654,48.71,AC233280.14,
ENSG00000277251,48.09,GU182353.4,
ENSG00000280072,37.98,AP000280.2,
ENSG00000262938,44.04,C21orf62,56245
ENSG00000281915,48.13,MUC20-OT1,
ENSG00000276177,49.16,GU182347.4,
ENSG00000278086,48.78,GU182347.7,
ENSG00000275306,48.28,GU182347.2,
ENSG00000278403,47.09,KIR3DL2,3812
ENSG00000281945,43.12,AC127518.1,
ENSG00000262148,54.87,RPS5P3,
ENSG00000276686,49.32,GU182352.4,
ENSG00000263314,43.58,AC207981.1,
ENSG00000275031,63.07,METRNL,284207
ENSG00000262911,44.59,DNAJC28,54943
ENSG00000275599,48.80,GU182352.3,
ENSG00000274639,49.05,KIR3DL3,115653
ENSG00000274971,45.40,GU182353.1,
ENSG00000262159,44.77,RPS6P22,
ENSG00000285263,42.22,AC244635.3,
ENSG00000278304,48.37,GU182352.7,
ENSG00000278271,47.95,KIR2DL4,3805
ENSG00000281380,42.53,AC244635.2,
ENSG00000262473,43.27,GART,2618
ENSG00000262036,43.15,AC068305.3,
ENSG00000262592,46.60,AC068305.4,
ENSG00000275617,49.67,OR2T4,127074
ENSG00000280983,46.44,AC244635.1,
ENSG00000277982,47.10,KIR3DL2,3812
ENSG00000278659,50.27,OR2T6,254879
ENSG00000275581,43.59,SERF1A,8293
ENSG00000273508,47.30,OR2T1,26696
ENSG00000281300,72.49,NXN,64359
ENSG00000281489,53.18,OR2T7,
ENSG00000275754,52.92,OR2T2,401992
ENSG00000278501,48.68,TIMM22,29928
ENSG00000277113,53.50,OR2T3,343173
ENSG00000281821,35.88,AC233280.17,
ENSG00000281658,36.85,AC138089.2,
ENSG00000280865,40.84,AC233280.8,
ENSG00000275102,50.84,OR2T5,401993
ENSG00000276016,56.63,ABR,29
ENSG00000280482,48.71,AC233280.3,
ENSG00000274623,42.99,U6,
ENSG00000276459,48.07,KIR2DL3,3804
ENSG00000280815,46.73,OR2AS2P,
ENSG00000275225,49.12,GU182354.1,
ENSG00000278248,48.30,KIR2DL1,3802
ENSG00000281603,49.88,MUC20-OT1,
ENSG00000262788,44.95,UTP4,84916
ENSG00000275349,42.27,SMN1,6606
ENSG00000278427,48.47,KIR3DL1,3811
ENSG00000275245,43.90,GU182354.2,
ENSG00000278230,42.99,U6,
ENSG00000275456,47.84,KIR2DL4,3805
ENSG00000277374,45.45,U1,
ENSG00000282367,56.37,PTDSS2,81490
ENSG00000276429,64.91,PLCH2,9651
ENSG00000285240,42.22,AC244260.2,
ENSG00000281758,36.92,KCNIP4,80333
ENSG00000276068,43.19,NAIP,4671
ENSG00000262579,43.93,U6,
ENSG00000260873,76.05,SNTB2,6645
ENSG00000280838,36.31,AC210756.1,105374516
ENSG00000281559,40.78,AC096576.5,
ENSG00000276230,60.36,RNH1,6050
ENSG00000281470,36.56,AC096576.4,
ENSG00000278856,48.43,KIR3DL1,3811
ENSG00000262354,41.58,Y_RNA,
ENSG00000277848,49.26,MEGF11,84465
ENSG00000281225,64.55,AL139246.7,
ENSG00000281274,64.91,AL139246.8,
ENSG00000273494,60.71,PANK4,55229
ENSG00000280592,50.85,LINC01624,401289
ENSG00000280883,51.61,AL078605.2,285804
ENSG00000275555,53.53,DLL1,28514
ENSG00000275517,48.57,PRB1,5542
ENSG00000275731,48.15,KIR2DS4,3809
ENSG00000275333,46.10,FAM120B,84498
ENSG00000275626,47.07,KIR3DL2,3812
ENSG00000276910,38.45,GTF2H2,2966
ENSG00000276910,38.45,GTF2H2,728340
ENSG00000281482,53.47,AC093789.2,
ENSG00000281800,40.94,ICE2P1,
ENSG00000281580,40.09,LINC01060,401164
ENSG00000274112,48.41,SMDT1,91689
ENSG00000282280,41.85,AC087382.2,
ENSG00000277844,51.10,AC087382.1,
ENSG00000273529,68.29,HES5,388585
ENSG00000277365,48.79,NDUFA6,4700
ENSG00000272901,45.60,SMDT1,91689
ENSG00000281734,69.48,AL139246.9,
ENSG00000281197,62.87,TNFRSF14-AS1,
ENSG00000282114,41.15,LINC00824,
ENSG00000272765,48.79,NDUFA6,4700
ENSG00000276154,48.99,KIR2DS4,3809
ENSG00000281542,45.11,AL021878.4,
ENSG00000282113,37.85,AC068570.1,
ENSG00000280811,48.31,NDUFA6-DT,
ENSG00000281237,47.52,SDHAP2,
ENSG00000276357,47.07,KIR3DL2,3812
ENSG00000273616,45.11,NDUFA6-DT,
ENSG00000273936,63.73,TNFRSF14,8764
ENSG00000278114,50.62,MUC20,200958
ENSG00000272813,39.11,OLA1P1,
ENSG00000262303,58.54,AL021878.1,
ENSG00000281761,38.00,AL078605.3,
ENSG00000276374,47.91,AL451142.3,
ENSG00000280722,48.93,AL008628.2,
ENSG00000263181,63.22,CYP2D7,1564
ENSG00000278688,40.03,AC215799.1,
ENSG00000281184,38.10,PSMB1,5689
ENSG00000282464,64.59,AC137894.2,
ENSG00000281687,47.52,SDHAP2,
ENSG00000276536,69.01,HRAS,3265
ENSG00000278165,64.11,DUSP8,1850
ENSG00000275991,53.93,Metazoa_SRP,
ENSG00000275430,50.27,MUC20,200958
ENSG00000278846,39.11,OLA1P1,
ENSG00000275211,62.68,CYP2D6,1565
ENSG00000275211,62.68,CYP2D6,107987478
ENSG00000275211,62.68,CYP2D6,107987479
ENSG00000281176,51.82,KRTAP5-AS1,338651
ENSG00000278468,56.37,MUC4,4585
ENSG00000274700,50.00,AC091304.6,
ENSG00000277278,47.81,HERC2,8924
ENSG00000280585,64.76,KRTAP5-1,387264
ENSG00000281533,59.30,KRTAP5-2,440021
ENSG00000281418,47.52,SDHAP2,
ENSG00000281191,63.29,KRTAP5-3,387266
ENSG00000278620,60.26,KRTAP5-4,387267
ENSG00000280909,47.52,SDHAP2,
ENSG00000281630,50.26,MUC20,200958
ENSG00000276613,56.06,MUC4,4585
ENSG00000278302,64.97,KRTAP5-5,439915
ENSG00000281019,50.37,AC116351.3,100506688
ENSG00000274843,50.24,MUC20,200958
ENSG00000281111,48.82,AC130310.1,
ENSG00000274801,47.14,AC091304.7,
ENSG00000281521,62.52,AC116351.4,
ENSG00000281261,63.16,FAM99A,387742
ENSG00000276920,61.56,NKD2,85409
ENSG00000282126,58.68,AC138747.6,
ENSG00000281829,64.86,FAM99B,100132464
ENSG00000278411,42.99,U6,
ENSG00000276455,51.63,AC138747.5,645202
ENSG00000281633,48.82,LINC02708,
ENSG00000262055,60.93,CYP2D8P,
ENSG00000277389,61.50,KRTAP5-6,440023
ENSG00000275855,41.44,AC138747.3,
ENSG00000281618,60.13,IFITM10,402778
ENSG00000276896,49.17,GOLGA8F,100132565
ENSG00000273831,59.97,LRRC56,115399
ENSG00000262024,46.13,TCF20,6942
ENSG00000273984,56.06,MUC4,4585
ENSG00000273822,56.06,MUC4,4585
ENSG00000275873,67.09,LMNTD2,256329
ENSG00000274122,54.26,Metazoa_SRP,
ENSG00000276143,56.12,AC138747.4,
ENSG00000282731,31.86,AC138747.10,
ENSG00000282516,33.66,AC138747.7,
ENSG00000282581,33.66,AC138747.8,
ENSG00000282587,37.90,AC138747.9,
ENSG00000276482,61.96,SLC12A7,10723
ENSG00000273635,67.62,AC138747.1,
ENSG00000273969,37.19,AC138747.2,
ENSG00000281946,34.16,AC138749.8,
ENSG00000274192,56.21,ABCB10P4,
ENSG00000272835,48.41,SMDT1,91689
ENSG00000273651,49.11,GOLGA8G,283768
ENSG00000280609,64.01,AL139246.6,
ENSG00000281740,51.09,AL139246.10,
ENSG00000280556,58.48,BX247885.1,
ENSG00000275125,64.59,PRXL2B,127281
ENSG00000273397,48.79,NDUFA6,4700
ENSG00000280880,56.50,BX247885.2,
ENSG00000278088,63.16,CYP2D7,1564
ENSG00000280521,47.52,SDHAP2,
ENSG00000282005,62.93,LMNTD2-AS1,692247
ENSG00000273859,69.14,RASSF7,8045
ENSG00000277753,50.24,MUC20,200958
ENSG00000280750,45.11,AL021878.3,
ENSG00000280613,50.21,NDUFA6-DT,
ENSG00000273194,39.11,OLA1P1,
ENSG00000278303,56.06,MUC4,4585
ENSG00000272532,62.68,CYP2D6,1565
ENSG00000272532,62.68,CYP2D6,107987478
ENSG00000272532,62.68,CYP2D6,107987479
ENSG00000282810,61.40,MIR210HG,
ENSG00000274780,56.34,PHRF1,57661
ENSG00000278550,54.66,SLC43A2,124935
ENSG00000277131,54.94,MMEL1,79258
ENSG00000276767,51.72,Metazoa_SRP,
ENSG00000282058,41.39,AC138749.9,
ENSG00000276485,51.21,AC138749.7,100132202
ENSG00000263127,49.84,RPL4P5,
ENSG00000280518,42.38,AC244260.1,
ENSG00000281417,60.09,AC236040.3,
ENSG00000281650,40.02,AC243922.3,
ENSG00000272000,62.73,AC236040.1,
ENSG00000282531,59.66,AC138749.10,
ENSG00000282090,46.96,HERC2P11,
ENSG00000281425,50.93,AC243922.2,
ENSG00000278562,52.72,AC243922.1,
ENSG00000276005,46.63,AC138749.6,
ENSG00000281321,36.15,LINC02197,
ENSG00000273785,60.96,CYP2D8P,
ENSG00000281210,37.56,AC245931.2,
ENSG00000280840,34.90,PMCHL2,5370
ENSG00000275577,46.36,VSTM1,284415
ENSG00000276461,46.13,TCF20,6942
ENSG00000280619,44.34,AC245931.1,107987420
ENSG00000280619,44.34,AC245931.1,107987434
ENSG00000274803,39.84,BDP1,55814
ENSG00000280821,60.97,AC236040.2,
ENSG00000281122,40.20,AC108866.1,
ENSG00000275384,49.32,TARM1,441864
ENSG00000275644,53.03,OSCAR,126014
ENSG00000273968,56.19,RN7SL105P,
ENSG00000280645,59.90,MMEL1-AS1,
ENSG00000276336,58.07,SCARF1,8578
ENSG00000275571,60.14,TTC34,100287898
ENSG00000277607,46.36,VSTM1,284415
ENSG00000276066,46.36,VSTM1,284415
ENSG00000276220,53.97,NDUFA3,4696
ENSG00000273954,33.62,LINC01194,
ENSG00000276323,55.03,TFPT,29844
ENSG00000275117,57.07,PRPF31,26121
ENSG00000281742,43.43,MCCC2,64087
ENSG00000276561,67.07,IRF7,3665
ENSG00000274176,57.88,CNOT3,4849
ENSG00000273875,49.32,TARM1,441864
ENSG00000281819,42.12,AC022882.2,
ENSG00000263150,45.36,OR8J2,
ENSG00000274145,64.30,RILP,83547
ENSG00000278378,53.03,OSCAR,126014
ENSG00000262851,39.26,OR5T2,219464
ENSG00000277178,49.32,TARM1,441864
ENSG00000261897,38.81,OR5T3,390154
ENSG00000280621,37.58,AC110772.3,
ENSG00000262784,38.84,OR5T1,390155
ENSG00000278533,53.03,OSCAR,126014
ENSG00000262611,40.37,OR8H1,219469
ENSG00000280712,41.57,OR8I1P,
ENSG00000262755,39.08,OR8K3,219473
ENSG00000274442,48.87,PRPF8,10594
ENSG00000281773,55.69,FAM8A2P,
ENSG00000280617,36.68,OR8K2P,
ENSG00000263328,39.90,OR8K1,390157
ENSG00000281820,43.40,RPL5P29,
ENSG00000276774,54.92,LENG1,79165
ENSG00000280552,39.59,AC107622.1,101927829
ENSG00000276260,56.08,TMC4,147798
ENSG00000262796,40.41,OR8J1,219477
ENSG00000262315,42.81,OR8U8,504189
ENSG00000281038,44.19,OR8U9,504190
ENSG00000280677,43.22,FAM66B,
ENSG00000280577,36.96,OR8L1P,
ENSG00000277802,51.60,AF252830.1,
ENSG00000281561,50.47,AF252830.2,
ENSG00000274195,38.77,ZNF705G,100131980
ENSG00000277722,53.97,NDUFA3,4696
ENSG00000276766,53.97,NDUFA3,4696
ENSG00000276378,37.53,DEFB108C,
ENSG00000275444,43.63,DEFB4B,1673
ENSG00000275444,43.63,DEFB4B,100289462
ENSG00000276263,55.03,TFPT,29844
ENSG00000276022,55.03,TFPT,29844
ENSG00000278322,55.06,MBOAT7,79143
ENSG00000282496,40.10,HSPD1P3,
ENSG00000273641,44.76,DEFB103B,55894
ENSG00000274651,57.07,PRPF31,26121
ENSG00000273572,63.04,CDHR5,53841
ENSG00000274144,57.07,PRPF31,26121
ENSG00000274405,44.76,SPAG11B,10407
ENSG00000274796,55.29,TSEN34,79042
ENSG00000274626,50.16,RPS9,6203
ENSG00000274941,57.88,CNOT3,4849
ENSG00000273083,46.77,NOP56P1,
ENSG00000273040,48.77,BX908720.1,
ENSG00000273200,43.08,LINC01623,
ENSG00000277006,44.37,DEFB104B,503618
ENSG00000273286,56.80,RPL13P,
ENSG00000237462,47.38,TRIM27,5987
ENSG00000277615,57.88,CNOT3,4849
ENSG00000273884,51.44,LILRA3,11026
ENSG00000275794,36.20,DEFB106B,503841
ENSG00000274875,38.64,ZNF92P2,
ENSG00000279577,39.39,AC073539.4,
ENSG00000275641,49.19,PCGF7P,
ENSG00000279661,49.32,MTDHP5,
ENSG00000274729,38.38,DEFB105B,245908
ENSG00000274729,38.38,DEFB105B,504180
ENSG00000280210,40.14,VN1R85P,
ENSG00000276219,38.40,ZNF676,163223
ENSG00000264777,41.00,U6,
ENSG00000231041,48.26,LINC01556,
ENSG00000226462,58.15,KRT18P1,
ENSG00000265326,71.24,Metazoa_SRP,
ENSG00000233035,49.30,HCG15,
ENSG00000277530,40.41,DEFB107B,245910
ENSG00000277530,40.41,DEFB107B,503614
ENSG00000240111,47.44,BX927167.1,
ENSG00000272603,46.77,NOP56P1,
ENSG00000235589,41.01,ZNF311,282890
ENSG00000272793,48.77,CR759954.1,
ENSG00000279350,42.69,BNIP3P30,
ENSG00000272857,43.08,LINC01623,
ENSG00000274540,48.85,PRR23D1,100131608
ENSG00000274540,48.85,PRR23D1,100133251
ENSG00000279902,45.56,AC073539.6,
ENSG00000279731,45.16,AC073539.5,
ENSG00000272613,56.80,RPL13P,
ENSG00000236614,38.60,ZNF90P2,
ENSG00000275272,35.40,YTHDC1,91746
ENSG00000279552,60.14,ZNF729,100287226
ENSG00000234411,51.58,HCG14,414760
ENSG00000279984,42.60,BNIP3P31,
ENSG00000274953,46.36,VSTM1,284415
ENSG00000280471,58.80,FAM90A6P,
ENSG00000234495,44.66,TRIM27,5987
ENSG00000281040,58.78,FAM90A7P,
ENSG00000281150,58.75,FAM90A21P,
ENSG00000281407,58.60,FAM90A22P,
ENSG00000281862,58.74,FAM90A23P,
ENSG00000278355,50.59,LILRA5,353514
ENSG00000276628,54.92,LENG1,79165
ENSG00000232781,40.41,OR2AD1P,
ENSG00000228652,41.15,OR2W1,26692
ENSG00000277403,36.69,CR547123.1,
ENSG00000233019,44.85,OR2P1P,
ENSG00000280960,49.62,OR7E157P,
ENSG00000274905,56.08,TMC4,147798
ENSG00000227529,41.44,SAR1AP1,
ENSG00000280939,57.20,AC134684.2,
ENSG00000274887,46.36,VSTM1,284415
ENSG00000278257,54.92,LENG1,79165
ENSG00000231319,43.00,OR2B3,442184
ENSG00000225441,45.26,OR2J1,442185
ENSG00000233636,45.62,OR2J3,442186
ENSG00000231960,37.12,BX927132.2,
ENSG00000278363,56.08,TMC4,147798
ENSG00000228846,44.82,BX927132.1,
ENSG00000226347,42.14,OR2J2,26707
ENSG00000230136,43.91,OR2J4P,
ENSG00000231919,44.60,BX908738.3,
ENSG00000225188,38.21,BX908738.1,101929006
ENSG00000231320,48.55,OR2G1P,
ENSG00000236918,43.86,OR2U1P,
ENSG00000278519,55.06,MBOAT7,79143
ENSG00000249415,42.81,OR2U2P,
ENSG00000227178,47.40,BX908738.2,101929006
ENSG00000282185,52.12,PTPRN2,5799
ENSG00000234100,45.55,OR14J1,442191
ENSG00000225927,42.20,DDX6P1,
ENSG00000243441,36.57,OR5V1,81696
ENSG00000224487,37.44,OR12D3,81797
ENSG00000233481,45.65,OR12D2,26529
ENSG00000248182,45.93,OR12D1,26530
ENSG00000274194,55.06,MBOAT7,79143
ENSG00000274078,55.29,TSEN34,79042
ENSG00000237258,39.11,OR11A1,26531
ENSG00000276798,49.08,LILRA4,23547
ENSG00000232397,50.06,OR10C1,442194
ENSG00000274473,73.35,SCT,6343
ENSG00000276825,67.00,DRD4,1815
ENSG00000224395,41.35,OR2H1,26716
ENSG00000277359,50.16,RPS9,6203
ENSG00000282712,50.98,DEAF1,10522
ENSG00000278712,55.29,TSEN34,79042
ENSG00000264025,41.00,U6,
ENSG00000224642,49.30,HCG15,
ENSG00000226365,41.03,UBDP1,
ENSG00000274392,41.01,AC093724.1,
ENSG00000230957,52.72,MAS1LP1,
ENSG00000241408,47.80,CR759957.1,
ENSG00000228377,49.78,MAS1L,116511
ENSG00000225351,41.00,ZNF311,282890
ENSG00000275246,51.85,TLCD2,727910
ENSG00000282598,49.01,AC138374.1,
ENSG00000276163,49.62,LAIR1,3903
ENSG00000228840,50.25,RPS17P1,
ENSG00000228370,47.65,LINC02829,105375009
ENSG00000225426,57.53,LINC01015,100507362
ENSG00000275123,49.32,TARM1,441864
ENSG00000277079,50.16,RPS9,6203
ENSG00000275583,48.20,CU464060.1,100132285
ENSG00000282800,56.95,MIR22HG,84981
ENSG00000237811,52.68,GPR53P,
ENSG00000223441,66.88,OR2I1P,
ENSG00000281848,62.80,TOMM40P4,
ENSG00000274362,56.15,CDRT15P3,408029
ENSG00000275806,49.32,TARM1,441864
ENSG00000275551,53.03,OSCAR,126014
ENSG00000237051,44.85,GABBR1,2550
ENSG00000278061,61.20,MT2P1,
ENSG00000274058,36.74,TMPRSS11E,28983
ENSG00000277088,53.03,OSCAR,126014
ENSG00000236070,40.41,OR2AD1P,
ENSG00000226463,41.15,OR2W1,26692
ENSG00000233054,43.00,OR2B3,442184
ENSG00000234305,45.26,OR2J1,442185
ENSG00000226271,45.62,OR2J3,442186
ENSG00000224229,37.07,CR942175.1,
ENSG00000277177,59.78,LILRA6,79168
ENSG00000229040,44.82,CR774181.1,
ENSG00000225550,42.14,OR2J2,26707
ENSG00000281421,57.69,AL513210.3,
ENSG00000226799,35.48,CR936918.1,101929006
ENSG00000230754,42.81,OR2U2P,
ENSG00000237690,47.40,CR936918.2,101929006
ENSG00000236927,45.55,OR14J1,442191
ENSG00000242289,37.32,OR5V1,81696
ENSG00000232289,39.10,OR11A1,26531
ENSG00000281547,33.20,UGT2B29P,
ENSG00000281484,40.74,BTG3,10950
ENSG00000275724,53.97,NDUFA3,4696
ENSG00000230505,50.06,OR10C1,442194
ENSG00000277132,34.92,UGT2B15,7366
ENSG00000275605,53.97,NDUFA3,4696
ENSG00000273833,55.03,TFPT,29844
ENSG00000278161,55.03,TFPT,29844
ENSG00000281154,34.11,AC019173.1,
ENSG00000229181,44.21,OR12D3,81797
ENSG00000280740,32.31,AC226496.4,
ENSG00000276021,57.65,WDR81,124997
ENSG00000229125,41.35,OR2H1,26716
ENSG00000281317,41.93,BTG3-AS1,110806272
ENSG00000277953,57.07,PRPF31,26121
ENSG00000280972,41.75,AP000432.4,
ENSG00000280626,33.42,AC226496.2,
ENSG00000280882,37.01,AP000432.3,
ENSG00000277707,57.07,PRPF31,26121
ENSG00000275190,33.01,UGT2B10,7365
ENSG00000280542,40.90,AC208585.1,
ENSG00000280720,41.03,AC226496.3,
ENSG00000281174,45.16,AC226496.7,
ENSG00000281890,30.69,AC226496.10,
ENSG00000237421,41.01,UBDP1,
ENSG00000280578,39.93,AC226496.1,
ENSG00000280794,41.54,AC226496.5,
ENSG00000229136,52.82,MAS1LP1,
ENSG00000281704,47.37,AC226496.9,
ENSG00000234954,49.78,MAS1L,116511
ENSG00000281127,44.44,AC226496.6,
ENSG00000281612,35.44,AC226496.8,
ENSG00000232974,50.25,RPS17P1,
ENSG00000224753,47.65,LINC02829,105375009
ENSG00000235788,57.51,LINC01015,100507362
ENSG00000278216,34.06,UGT2A3,79799
ENSG00000273943,57.88,CNOT3,4849
ENSG00000274616,57.89,CNOT3,4849
ENSG00000227576,52.68,GPR53P,
ENSG00000226896,66.77,OR2I1P,
ENSG00000232569,44.88,GABBR1,2550
ENSG00000278384,50.21,AL354822.1,
ENSG00000281510,32.62,AC021146.15,
ENSG00000288613,48.50,CU464060.2,
ENSG00000280504,32.37,AC021146.13,
ENSG00000280525,39.23,AC021146.14,
ENSG00000274412,48.06,KIR2DL2,3803
ENSG00000281308,32.05,UGT2B27P,101929773
ENSG00000275330,46.36,VSTM1,284415
ENSG00000278426,54.92,LENG1,79165
ENSG00000277667,56.08,TMC4,147798
ENSG00000276363,46.36,VSTM1,284415
ENSG00000278516,54.82,LENG1,79165
ENSG00000281185,50.03,GPX6,257202
ENSG00000257770,40.87,GPX5,2880
ENSG00000281951,43.28,AC093627.11,
ENSG00000274384,56.15,TMC4,147798
ENSG00000282333,48.65,AC093627.15,
ENSG00000282645,53.99,AC093627.19,
ENSG00000277923,55.06,MBOAT7,79143
ENSG00000276838,57.10,SERPINF2,5345
ENSG00000274921,48.29,KIR2DS4,3809
ENSG00000282557,56.61,AC093627.17,
ENSG00000282662,48.70,AC093627.20,
ENSG00000248496,39.27,ZBED9,114821
ENSG00000282461,51.20,AC093627.16,100507642
ENSG00000280726,44.63,AC243960.9,
ENSG00000275478,43.62,AL671879.1,
ENSG00000249032,41.23,LINC00533,387055
ENSG00000273896,55.29,TSEN34,79042
ENSG00000276944,50.07,AC243960.6,
ENSG00000274857,43.93,PLEKHA3P1,
ENSG00000249814,50.23,RPSAP2,
ENSG00000248563,50.34,RPSAP2,
ENSG00000281382,43.24,AC236970.1,
ENSG00000230574,47.04,NOP56P1,
ENSG00000282781,57.01,AC093627.21,
ENSG00000275196,50.63,KIR2DL1,3802
ENSG00000237006,48.77,AL669978.1,
ENSG00000280540,40.80,LINC01480,101927931
ENSG00000282309,56.58,AC093627.14,105375115
ENSG00000248655,47.04,NOP56P1,
ENSG00000227966,42.76,LINC01623,
ENSG00000282575,61.72,AC093627.18,
ENSG00000276912,44.06,KIR3DP1,
ENSG00000226714,56.80,RPL13P,
ENSG00000235184,38.88,ZNF90P2,
ENSG00000278565,44.66,CEACAM21,90273
ENSG00000282147,62.51,FAM20C,56975
ENSG00000230004,51.83,HCG14,414760
ENSG00000233826,48.77,BX119924.1,
ENSG00000237071,44.71,TRIM27,5987
ENSG00000276979,48.10,KIR2DL4,3805
ENSG00000229773,43.14,LINC01623,
ENSG00000231746,56.96,RPL13P,
ENSG00000232997,38.70,ZNF90P2,
ENSG00000276604,49.32,TARM1,441864
ENSG00000237010,51.71,HCG14,414760
ENSG00000274005,50.16,RPS9,6203
ENSG00000273511,53.03,OSCAR,126014
ENSG00000229006,44.69,TRIM27,5987
ENSG00000274498,50.98,KIR3DP1,
ENSG00000280946,50.30,CR854858.2,
ENSG00000276145,49.32,TARM1,441864
ENSG00000276816,49.23,PRAMEF22,
ENSG00000281597,50.63,CR854858.4,
ENSG00000276982,53.03,OSCAR,126014
ENSG00000281229,52.75,CR854858.3,
ENSG00000274109,46.14,HNRNPCL2,440563
ENSG00000273911,48.89,KIR3DL2,3812
ENSG00000281711,50.63,CR854858.5,
ENSG00000273506,50.12,NCR1,9437
ENSG00000275962,46.35,VSTM1,284415
