Gene_stable_ID,Gene_name,Gene end (bp),Gene start (bp),Gene_length
ENSG00000275436,KIR2DL5B,54780643,54771163,9480
ENSG00000278070,GOLGA8DP,23171217,23160896,10321
ENSG00000277069,RXFP3,33940223,33938372,1851
ENSG00000277567,U6,54869016,54868910,106
ENSG00000281690,ADAMTS12,33894178,33842143,52035
ENSG00000280679,,23229859,23229344,515
ENSG00000277091,U6,33890146,33890040,106
ENSG00000274639,KIR3DL3,54736534,54724479,12055
ENSG00000274920,KIR3DL1,54875194,54860886,14308
ENSG00000280784,,166229554,166229334,220
ENSG00000280557,GNG5P1,166240493,166240290,203
ENSG00000280765,,166256947,166236969,19978
ENSG00000276625,KIR2DL1,54784109,54769794,14315
ENSG00000277428,Y_RNA,37534,37434,100
ENSG00000278198,,179372,173872,5500
ENSG00000276256,,49164,42939,6225
ENSG00000280618,CYFIP1,22981018,22903706,77312
ENSG00000280898,,166277068,166275457,1611
ENSG00000262679,APOBEC3B-AS1,38968270,38961611,6659
ENSG00000262536,,38949127,38949113,14
ENSG00000262156,APOBEC3A,38962839,38952742,10097
ENSG00000277691,,54798282,54786460,11822
ENSG00000277375,KIR2DP1,54767824,54754958,12866
ENSG00000282753,,77276398,77275802,596
ENSG00000275317,KIR2DL4,54814543,54803627,10916
ENSG00000282649,SEPTIN9-DT,77293519,77269359,24160
ENSG00000280759,AP2A2,1012239,940735,71504
ENSG00000281254,,23220085,23219948,137
ENSG00000276595,PTCHD3,27461668,27445487,16181
ENSG00000281173,ABCB10P1,23186826,23184646,2180
ENSG00000282302,SEPTIN9,77306525,77292191,14334
ENSG00000278508,GOLGA8DP,23173124,23162205,10919
ENSG00000281513,,177970531,177970078,453
ENSG00000281081,,177987099,177944158,42941
ENSG00000281464,,177871194,177870853,341
ENSG00000280716,FRG1-DT,189899116,189780336,118780
ENSG00000281048,,177967034,177954877,12157
ENSG00000262453,,38924708,38921227,3481
ENSG00000281830,LINC01596,189888341,189884988,3353
ENSG00000281916,,189704490,189703881,609
ENSG00000276052,RNU1-51P,189709714,189709539,175
ENSG00000275887,KIR3DP1,54784696,54771283,13413
ENSG00000275495,,177955274,177875522,79752
ENSG00000281999,,148444767,148444254,513
ENSG00000275336,,27388552,27378657,9895
ENSG00000274404,GOLGA6L22,22471066,22461390,9676
ENSG00000275245,,54797952,54786437,11515
ENSG00000276777,ODAD2P1,27288857,27288669,188
ENSG00000278489,KRTAP5-2,1604004,1602887,1117
ENSG00000282044,,148475983,148439467,36516
ENSG00000273681,FAM210CP,27397590,27397017,573
ENSG00000276154,KIR2DS4,54848602,54832687,15915
ENSG00000278364,TRIAP1P1,27425662,27425438,224
ENSG00000281240,LINC02708,1694766,1694007,759
ENSG00000275546,KIR2DL2,54769262,54754663,14599
ENSG00000273501,U6,27382907,27382801,106
ENSG00000278728,CNTNAP2,148419466,148217288,202178
ENSG00000281783,FAM99B,1691339,1688979,2360
ENSG00000278036,U6,27315226,27315120,106
ENSG00000281733,FAM99A,1673566,1671307,2259
ENSG00000275225,,54767347,54754999,12348
ENSG00000275920,KRTAP5-3,1614173,1613275,898
ENSG00000277068,KRTAP5-4,1627848,1626668,1180
ENSG00000278210,KRTAP5-1,1590993,1590052,941
ENSG00000278856,KIR3DL1,54830789,54816482,14307
ENSG00000281645,,1669053,1668294,759
ENSG00000281537,,22376303,22374469,1834
ENSG00000278429,GOLGA8EP,22440620,22429756,10864
ENSG00000277291,KRTAP5-5,1636417,1635485,932
ENSG00000282507,,157742461,157741015,1446
ENSG00000281801,KRTAP5-AS1,1604894,1577063,27831
ENSG00000280807,TUBGCP5,23039673,23036897,2776
ENSG00000275671,U6,54869054,54868948,106
ENSG00000273793,DUSP8,1577630,1559754,17876
ENSG00000276582,ABCB11,168953422,168939927,13495
ENSG00000262892,,50466010,50465102,908
ENSG00000262634,SKA1,50394173,50374995,19178
ENSG00000278247,GOLGA6L1,23141599,23133045,8554
ENSG00000282464,,532261,528907,3354
ENSG00000281703,,69941207,69930714,10493
ENSG00000278373,G6PC2,168926984,168918229,8755
ENSG00000280787,HERC2P2,22593430,22497423,96007
ENSG00000278019,,69916203,69910279,5924
ENSG00000273831,LRRC56,554915,537527,17388
ENSG00000281763,DHX36,154284039,154275723,8316
ENSG00000280619,,70771902,70770949,953
ENSG00000274681,SUDS3P1,177975358,177974393,965
ENSG00000280635,PROP1,177996994,177996182,812
ENSG00000281380,,70149120,70115323,33797
ENSG00000273772,SMN2,70099184,70070287,28897
ENSG00000276565,,1591699,1586202,5497
ENSG00000277205,U3,148386384,148386174,210
ENSG00000274906,Metazoa_SRP,148437045,148436777,268
ENSG00000280737,LINC02549,68342717,68266500,76217
ENSG00000281567,SLC25A51P1,65789287,65788417,870
ENSG00000277364,ADH5P4,65838039,65836930,1109
ENSG00000281737,,23149199,23145340,3859
ENSG00000281725,ELMO2P1,23126101,23087871,38230
ENSG00000281828,HERC2P7,22486719,22482318,4401
ENSG00000278633,,13001,10598,2403
ENSG00000281846,SPATA31E3P,22409655,22403919,5736
ENSG00000278066,,27138,26533,605
ENSG00000281422,,22363650,22363371,279
ENSG00000281356,GOLGA8IP,22620428,22610118,10310
ENSG00000276209,KIR2DS4,54834168,54819179,14989
ENSG00000281754,,23231168,23230653,515
ENSG00000280490,,23198473,23198268,205
ENSG00000278288,LILRP2,54713345,54707923,5422
ENSG00000277909,SPC25,168930360,168834132,96228
ENSG00000277046,Metazoa_SRP,23170963,23170674,289
ENSG00000275031,METRNL,83097050,83077507,19543
ENSG00000281012,,23197164,23196959,205
ENSG00000278656,KIR3DL2,54853397,54836668,16729
ENSG00000282110,MAPK4,50567991,50567310,681
ENSG00000275009,GOLGA6L1,23140290,23131736,8554
ENSG00000280700,,22457549,22453604,3945
ENSG00000276062,Metazoa_SRP,22611955,22611719,236
ENSG00000282085,,50319024,50318420,604
ENSG00000282443,,50313595,50302190,11405
ENSG00000276377,Metazoa_SRP,22432206,22431917,289
ENSG00000262132,RNA5SP458,50319120,50319002,118
ENSG00000277101,ARHGEF26,154261004,154121003,140001
ENSG00000274780,PHRF1,612474,576501,35973
ENSG00000277518,MUC6,1043528,1012821,30707
ENSG00000280461,ABCB10P1,23185517,23183337,2180
ENSG00000276374,,88181409,88180669,740
ENSG00000281945,,82981921,82978708,3213
ENSG00000278688,,88190202,88187735,2467
ENSG00000276856,TUBGCP5,23039654,22983146,56508
ENSG00000278759,TBCD,82946138,82923652,22486
ENSG00000262159,RPS6P22,59027943,59027218,725
ENSG00000275326,NOSTRIN,168865516,168831472,34044
ENSG00000262592,,59063157,59063055,102
ENSG00000262036,,59061233,59060029,1204
ENSG00000263127,RPL4P5,7493132,7491857,1275
ENSG00000277374,U1,148843,148668,175
ENSG00000274980,RNU6-1025P,948524,948421,103
ENSG00000277657,KIR2DS3,54796808,54782575,14233
ENSG00000281157,ARHGEF26-AS1,154121332,154119686,1646
ENSG00000277848,MEGF11,66265884,65909030,356854
ENSG00000281425,,70529103,70518623,10480
ENSG00000280638,CDH12P2,70005841,70005540,301
ENSG00000275513,KIR3DL3,54736502,54724485,12017
ENSG00000280840,PMCHL2,70711308,70701100,10208
ENSG00000278562,,70549533,70543654,5879
ENSG00000276910,GTF2H2,70411404,70376388,35016
ENSG00000263141,PAXBP1,32771858,32769814,2044
ENSG00000281149,,23393839,23392771,1068
ENSG00000280986,LINC01659,23435071,23433564,1507
ENSG00000278063,U6,54868228,54868122,106
ENSG00000281076,ZDHHC8P1,23402726,23390606,12120
ENSG00000262938,C21orf62,32813728,32793564,20164
ENSG00000263140,C21orf62-AS1,32798969,32772100,26869
ENSG00000274771,U6,54855235,54855129,106
ENSG00000280839,CES5AP1,23387731,23359603,28128
ENSG00000277389,KRTAP5-6,1694974,1694414,560
ENSG00000280909,SDHAP2,195685904,195658096,27808
ENSG00000280072,,32791504,32790673,831
ENSG00000273785,CYP2D8P,42155001,42149871,5130
ENSG00000280629,,195657927,195655565,2362
ENSG00000280585,KRTAP5-1,1585293,1584352,941
ENSG00000274438,KIR2DS2,54752802,54738507,14295
ENSG00000281798,,195651472,195650146,1326
ENSG00000281374,,23460833,23446598,14235
ENSG00000276254,KIR2DS4,54891588,54877174,14414
ENSG00000274657,FAM230I,23486981,23462086,24895
ENSG00000278088,CYP2D7,42144572,42140208,4364
ENSG00000278620,KRTAP5-4,1622346,1620988,1358
ENSG00000280993,MUC20-OT1,195776180,195658062,118118
ENSG00000281077,LINC02557,23537844,23536736,1108
ENSG00000278302,KRTAP5-5,1630868,1629984,884
ENSG00000281261,FAM99A,1665432,1663142,2290
ENSG00000281633,LINC02708,1686307,1685548,759
ENSG00000276896,GOLGA8F,28391990,28378587,13403
ENSG00000281176,KRTAP5-AS1,1599200,1571353,27847
ENSG00000281603,MUC20-OT1,195776742,195658062,118680
ENSG00000277033,B3GNTL1,83050530,82942371,108159
ENSG00000281111,,1660576,1659817,759
ENSG00000278165,DUSP8,1571920,1554044,17876
ENSG00000277844,DIS3L-AS1,66291180,66290635,545
ENSG00000282280,,66273940,66270636,3304
ENSG00000281829,FAM99B,1682598,1680530,2068
ENSG00000281618,IFITM10,1732648,1729629,3019
ENSG00000281915,MUC20-OT1,195738903,195658062,80841
ENSG00000281191,KRTAP5-3,1608489,1607591,898
ENSG00000281533,KRTAP5-2,1598310,1597193,1117
ENSG00000275987,U1,30580,30437,143
ENSG00000268674,,35916,35407,509
ENSG00000277475,,32528,31698,830
ENSG00000282090,HERC2P11,28591020,28586639,4381
ENSG00000275405,U1,22024,21861,163
ENSG00000276143,,28404923,28402766,2157
ENSG00000275855,,28365684,28361822,3862
ENSG00000282126,,28346643,28346477,166
ENSG00000273651,GOLGA8G,28544591,28531231,13360
ENSG00000262473,GART,33521016,33508081,12935
ENSG00000275456,KIR2DL4,54814523,54803616,10907
ENSG00000274296,DECR2,412487,401826,10661
ENSG00000262148,RPS5P3,33491752,33491137,615
ENSG00000262911,DNAJC28,33501278,33495087,6191
ENSG00000281216,KIF26B,245713153,245353678,359475
ENSG00000275306,KIR2DS1,54920219,54905771,14448
ENSG00000262795,IFNGR2,33488905,33410836,78069
ENSG00000278403,KIR3DL2,54938887,54922093,16794
ENSG00000278846,OLA1P1,42108953,42107765,1188
ENSG00000280556,,42139932,42136436,3496
ENSG00000280880,,42139731,42138063,1668
ENSG00000281542,,42090028,42089630,398
ENSG00000277365,NDUFA6,42090955,42085525,5430
ENSG00000260873,SNTB2,69187739,69187122,617
ENSG00000275873,LMNTD2,560793,554854,5939
ENSG00000262788,UTP4,69169025,69142116,26909
ENSG00000278411,U6,54869063,54868957,106
ENSG00000274112,SMDT1,42084284,42079691,4593
ENSG00000280476,,23147890,23144031,3859
ENSG00000275211,CYP2D6,42130902,42126495,4407
ENSG00000274040,Metazoa_SRP,23169654,23169365,289
ENSG00000281019,,997308,987180,10128
ENSG00000276920,NKD2,1038943,1008829,30114
ENSG00000273635,,28469402,28466463,2939
ENSG00000282531,,28576845,28576608,237
ENSG00000276455,,28358014,28349050,8964
ENSG00000273822,MUC4,195789161,195744429,44732
ENSG00000281946,,28506797,28506596,201
ENSG00000282810,MIR210HG,568471,565674,2797
ENSG00000274192,ABCB10P4,28520426,28518244,2182
ENSG00000273969,,28485066,28484946,120
ENSG00000282058,,28561397,28557532,3865
ENSG00000282457,CSPG4P10,82556321,82538538,17783
ENSG00000282201,,424543,424243,300
ENSG00000276485,,28572999,28565258,7741
ENSG00000275338,RAB11FIP3,526533,425619,100914
ENSG00000263160,TMEM50B,33489568,33432485,57083
ENSG00000276005,,28602743,28601112,1631
ENSG00000282814,,82513298,82497719,15579
ENSG00000282516,,28422264,28422060,204
ENSG00000276230,RNH1,507300,494512,12788
ENSG00000282731,,28416567,28416342,225
ENSG00000282587,,28455878,28455755,123
ENSG00000274320,GOLGA6L9,82518216,82509086,9130
ENSG00000277278,HERC2,28322152,28320122,2030
ENSG00000275737,KIR2DS2,54752797,54738502,14295
ENSG00000274801,,28336599,28332230,4369
ENSG00000282581,,28427964,28427760,204
ENSG00000276767,Metazoa_SRP,28536060,28535771,289
ENSG00000274700,,28315770,28315693,77
ENSG00000278481,KIR2DL5B,54780763,54771247,9516
ENSG00000274122,Metazoa_SRP,28387417,28387160,257
ENSG00000273936,TNFRSF14,2565622,2555639,9983
ENSG00000277163,KIR2DS3,54797062,54782627,14435
ENSG00000278086,,54903379,54888943,14436
ENSG00000280865,,195651472,195650146,1326
ENSG00000282209,GOLGA6L17P,82605538,82598917,6621
ENSG00000280521,SDHAP2,195685904,195658096,27808
ENSG00000276482,SLC12A7,1111210,1050378,60832
ENSG00000277540,KIR2DL4,54858960,54837484,21476
ENSG00000262354,Y_RNA,69191215,69191115,100
ENSG00000262579,U6,69175768,69175662,106
ENSG00000277753,MUC20,195739354,195719644,19710
ENSG00000282755,,82635020,82619121,15899
ENSG00000280815,OR2AS2P,248501072,248500752,320
ENSG00000278659,OR2T6,248388875,248387949,926
ENSG00000275754,OR2T2,248456216,248455242,974
ENSG00000282514,,82552010,82551263,747
ENSG00000282183,GOLGA2P10,82593266,82552056,41210
ENSG00000275617,OR2T4,248362627,248361581,1046
ENSG00000281489,OR2T7,248444577,248443651,926
ENSG00000272765,NDUFA6,42090955,42085525,5430
ENSG00000273508,OR2T1,248409336,248408227,1109
ENSG00000277113,OR2T3,248476751,248475795,956
ENSG00000280482,,195657927,195655565,2362
ENSG00000273984,MUC4,195790439,195745705,44734
ENSG00000281821,,195640460,195639990,470
ENSG00000275102,OR2T5,248491980,248491033,947
ENSG00000281658,,248487928,248486689,1239
ENSG00000262024,TCF20,42203293,42147859,55434
ENSG00000280983,,70153660,70153366,294
ENSG00000278303,MUC4,195789727,195744993,44734
ENSG00000282378,,453138,451401,1737
ENSG00000277429,SERF1B,70063796,70045915,17881
ENSG00000282485,LINC00235,530929,528677,2252
ENSG00000263314,,33493815,33492056,1759
ENSG00000282214,CAPN15,531551,531239,312
ENSG00000281794,MUC20-OT1,195739964,195658062,81902
ENSG00000274018,Y_RNA,439397,439297,100
ENSG00000274042,GOLGA6L10,82349497,82342783,6714
ENSG00000281521,,1006623,1005039,1584
ENSG00000276461,TCF20,42215442,42160013,55429
ENSG00000272901,SMDT1,42124100,42079691,44409
ENSG00000276228,UBE2Q2P6,82533748,82524734,9014
ENSG00000273673,,82451992,82451282,710
ENSG00000273748,,83311,54224,29087
ENSG00000281976,ADAMTS7P1,82334628,82298559,36069
ENSG00000273616,NDUFA6-DT,42125351,42090956,34395
ENSG00000273918,,54704235,54703952,283
ENSG00000275593,KIR3DP1,54798281,54786351,11930
ENSG00000285263,,70078088,70076476,1612
ENSG00000272813,OLA1P1,42108953,42107765,1188
ENSG00000274957,KIR2DS4,54848622,54832707,15915
ENSG00000280811,NDUFA6-DT,42137053,42090933,46120
ENSG00000262303,,42127775,42124281,3494
ENSG00000276068,NAIP,70368830,70312214,56616
ENSG00000278614,KIR2DP1,54767464,54755019,12445
ENSG00000263181,CYP2D7,42132425,42128051,4374
ENSG00000278430,KIR2DL4,54814544,54803354,11190
ENSG00000282084,UBE2Q2P2,82499143,82434179,64964
ENSG00000275049,,82412947,82403250,9697
ENSG00000275037,KIR3DS1,54875495,54860882,14613
ENSG00000262055,CYP2D8P,42142850,42137734,5116
ENSG00000276825,DRD4,640936,637525,3411
ENSG00000282712,DEAF1,677067,646472,30595
ENSG00000275571,TTC34,2801699,2635571,166128
ENSG00000281742,MCCC2,70929779,70912599,17180
ENSG00000281274,,2494479,2493437,1042
ENSG00000281740,,2584534,2581560,2974
ENSG00000277131,MMEL1,2632987,2590639,42348
ENSG00000276561,IRF7,616257,612805,3452
ENSG00000280750,,42090028,42089630,398
ENSG00000280613,NDUFA6-DT,42148836,42090931,57905
ENSG00000276307,LILRP1,54700905,54700593,312
ENSG00000273883,LILRP2,54713453,54707916,5537
ENSG00000278821,KIR2DL1,54784318,54769815,14503
ENSG00000280518,,70449761,70425738,24023
ENSG00000280821,,42150238,42148576,1662
ENSG00000272835,SMDT1,42084284,42079691,4593
ENSG00000226463,OR2W1,29045272,29044245,1027
ENSG00000274803,BDP1,70893131,70780935,112196
ENSG00000272603,NOP56P1,28783996,28783625,371
ENSG00000224229,,29128934,29124236,4698
ENSG00000241408,,28988567,28986792,1775
ENSG00000236927,OR14J1,29307728,29306763,965
ENSG00000273194,OLA1P1,42108953,42107765,1188
ENSG00000234495,TRIM27,28923981,28902993,20988
ENSG00000273397,NDUFA6,42090955,42085525,5430
ENSG00000281038,OR8U9,56384159,56383230,929
ENSG00000263150,OR8J2,56211820,56210873,947
ENSG00000281773,FAM8A2P,56332488,56331347,1141
ENSG00000282113,,128924280,128908170,16110
ENSG00000281819,,56205625,56205125,500
ENSG00000281094,,195657927,195655565,2362
ENSG00000282114,LINC00824,128564679,128559028,5651
ENSG00000262315,OR8U8,56376584,56375625,959
ENSG00000280577,OR8L1P,56390195,56389241,954
ENSG00000276468,KIR2DP1,54865626,54852887,12739
ENSG00000278114,MUC20,195741123,195720882,20241
ENSG00000261897,OR5T3,56253222,56252200,1022
ENSG00000262851,OR5T2,56233185,56232106,1079
ENSG00000276016,ABR,1116206,1003519,112687
ENSG00000280617,OR8K2P,56336068,56335142,926
ENSG00000272532,CYP2D6,42130888,42126481,4407
ENSG00000280712,OR8I1P,56297471,56296541,930
ENSG00000278432,,54704235,54703952,283
ENSG00000276731,KIR2DL2,54769216,54754688,14528
ENSG00000262755,OR8K3,56319245,56318307,938
ENSG00000276798,LILRA4,54346149,54315894,30255
ENSG00000262611,OR8H1,56291090,56290053,1037
ENSG00000277894,LILRP1,54700905,54700593,312
ENSG00000276279,KIR2DP1,54812309,54799416,12893
ENSG00000262784,OR5T1,56276619,56275639,980
ENSG00000281820,RPL5P29,56358221,56357328,893
ENSG00000276177,KIR2DL5A,54887079,54877583,9496
ENSG00000274394,KIR3DL3,54736497,54724479,12018
ENSG00000263328,OR8K1,56346998,56346039,959
ENSG00000261905,,155229107,155225758,3349
ENSG00000276536,HRAS,537287,532242,5045
ENSG00000262796,OR8J1,56361288,56360215,1073
ENSG00000261893,CLK2,155293895,155278272,15623
ENSG00000278361,KIR3DL2,54867253,54850495,16758
ENSG00000278468,MUC4,195792809,195746774,46035
ENSG00000276163,LAIR1,54377679,54360692,16987
ENSG00000277709,KIR3DL2,54885779,54883911,1868
ENSG00000276875,KIR3DL3,54850914,54838897,12017
ENSG00000234411,HCG14,28897313,28896521,792
ENSG00000272613,RPL13P,28862038,28861407,631
ENSG00000272793,,28838998,28837861,1137
ENSG00000273666,LILRP2,54713453,54707916,5537
ENSG00000280609,,2569888,2566410,3478
ENSG00000225351,ZNF311,29005348,28994816,10532
ENSG00000281225,,2493258,2492300,958
ENSG00000280645,MMEL1-AS1,2636215,2632565,3650
ENSG00000281417,,42132983,42132528,455
ENSG00000281184,PSMB1,170544544,170544440,104
ENSG00000273494,PANK4,2526600,2508533,18067
ENSG00000278691,KIR3DP1,54842719,54830903,11816
ENSG00000272000,,42143020,42138640,4380
ENSG00000280722,,170428648,170423462,5186
ENSG00000281761,,170298375,170297876,499
ENSG00000275333,FAM120B,170416388,170290703,125685
ENSG00000275522,KIR2DL1,54828575,54814247,14328
ENSG00000275921,,54882047,54867554,14493
ENSG00000282005,LMNTD2-AS1,560121,557613,2508
ENSG00000272857,LINC01623,28863341,28859616,3725
ENSG00000274623,U6,54940717,54940611,106
ENSG00000235788,LINC01015,29533642,29529494,4148
ENSG00000273859,RASSF7,564036,560418,3618
ENSG00000233054,OR2B3,29087343,29086337,1006
ENSG00000228147,HCG22,31126868,31120427,6441
ENSG00000235915,LST1,31655895,31653110,2785
ENSG00000262785,PKLR,155316838,155305243,11595
ENSG00000275349,SMN1,70296783,70268827,27956
ENSG00000277175,KIR3DL1,54830808,54816466,14342
ENSG00000273572,CDHR5,626336,616823,9513
ENSG00000276145,TARM1,54081380,54069947,11433
ENSG00000277025,MBOAT7,54190480,54173854,16626
ENSG00000276082,CNOT3,54156191,54138182,18009
ENSG00000275658,KIR2DL3,54761521,54746977,14544
ENSG00000263037,MTX1P1,155249729,155246379,3350
ENSG00000262734,,155213671,155211179,2492
ENSG00000274513,LILRB2,54281944,54274450,7494
ENSG00000276429,PLCH2,2505530,2467459,38071
ENSG00000263290,SCAMP3,155277834,155271383,6451
ENSG00000276387,KIR2DS1,54792578,54778277,14301
ENSG00000281650,,70556133,70448301,107832
ENSG00000281321,LINC02197,70771675,70677171,94504
ENSG00000275555,DLL1,170306565,170282206,24359
ENSG00000285240,,70276602,70274990,1612
ENSG00000281210,,70700212,70697990,2222
ENSG00000261846,AADACL2,151770036,151744454,25582
ENSG00000275581,SERF1A,70262299,70244409,17890
ENSG00000262411,LINC02066,151657956,151637174,20782
ENSG00000280592,LINC01624,170279887,170272763,7124
ENSG00000262466,AADACL2-AS1,151765669,151761981,3688
ENSG00000280883,,170276762,170275331,1431
ENSG00000273944,RDH13,55096373,55077480,18893
ENSG00000274672,TSEN34,54195141,54190866,4275
ENSG00000263231,,155234285,155229777,4508
ENSG00000281800,ICE2P1,188389666,188387471,2195
ENSG00000262446,GBA,155260266,155249852,10414
ENSG00000281580,LINC01060,188543559,188400736,142823
ENSG00000276065,GP6,55071420,55046861,24559
ENSG00000273529,HES5,2530245,2528745,1500
ENSG00000281482,,188350024,188349376,648
ENSG00000281197,TNFRSF14-AS1,2557031,2549920,7111
ENSG00000273753,KIR2DP1,54775840,54763492,12348
ENSG00000281734,,2547460,2546465,995
ENSG00000275838,KIR3DL2,54811438,54794614,16824
ENSG00000275125,PRXL2B,2591469,2586491,4978
ENSG00000277629,,54946235,54939296,6939
ENSG00000226271,OR2J3,29112853,29111918,935
ENSG00000231904,HLA-H,29884620,29881898,2722
ENSG00000276979,KIR2DL4,54458015,54446939,11076
ENSG00000231179,MICB,31578081,31561856,16225
ENSG00000282598,,680202,668204,11998
ENSG00000274473,SCT,627401,626689,712
ENSG00000282367,PTDSS2,491399,473895,17504
ENSG00000274763,KIR3DL3,54736131,54724452,11679
ENSG00000278300,KIR2DS2,54520909,54476196,44713
ENSG00000274873,TMC4,54173691,54160649,13042
ENSG00000281758,KCNIP4,21737314,21544390,192924
ENSG00000281559,,21664071,21663714,357
ENSG00000280838,,21620924,21582138,38786
ENSG00000262217,SLC5A8,101216388,101161669,54719
ENSG00000281470,,21726228,21704652,21576
ENSG00000278501,TIMM22,1003671,997117,6554
ENSG00000230754,OR2U2P,29269462,29268503,959
ENSG00000237703,TRIM10,30153436,30144448,8988
ENSG00000275935,LENG1,54160192,54156127,4065
ENSG00000281300,NXN,979770,978299,1471
ENSG00000275991,Metazoa_SRP,1102043,1101777,266
ENSG00000276363,VSTM1,54063953,54040833,23120
ENSG00000275623,KIR2DL3,54752744,54738461,14283
